STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,COMP_BREAKDOWN_1_ID,COMP_BREAKDOWN_1_NAME,COMP_BREAKDOWN_2_ID,COMP_BREAKDOWN_2_NAME,COMP_BREAKDOWN_3_ID,COMP_BREAKDOWN_3_NAME,TIME_PERIOD,OBS_VALUE,DATABASE_ID_ID,DATABASE_ID_NAME,UNIT_MULT_ID,UNIT_MULT_NAME,UNIT_TYPE_ID,UNIT_TYPE_NAME,TIME_FORMAT_ID,TIME_FORMAT_NAME,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ALB,Albania,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2012,2.4377875,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ALB,Albania,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2015,3.59901,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ALB,Albania,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2015,4.1301827,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ALB,Albania,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2015,2.9986036,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2009,2.9603021,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2009,2.8611801,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2009,2.5399659,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_IEI,Education: Primary,WB_HLO_TIMSS,Test source: TIMSS,2011,1.9566073,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_CYD,Education: Secondary,WB_HLO_TIMSS,Test source: TIMSS,2011,2.0665264,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_IEI,Education: Primary,WB_HLO_PIRLS,Test source: PIRLS,2011,2.2295539,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_IEI,Education: Primary,WB_HLO_TIMSS,Test source: TIMSS,2011,2.4618309,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_CYD,Education: Secondary,WB_HLO_TIMSS,Test source: TIMSS,2011,2.3916082,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2012,2.955312,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2012,2.4962261,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2012,2.5921216,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_IEI,Education: Primary,WB_HLO_TIMSS,Test source: TIMSS,2015,2.3889902,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_CYD,Education: Secondary,WB_HLO_TIMSS,Test source: TIMSS,2015,1.9785804,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2015,2.8705513,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_IEI,Education: Primary,WB_HLO_TIMSS,Test source: TIMSS,2015,2.7860398,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_CYD,Education: Secondary,WB_HLO_TIMSS,Test source: TIMSS,2015,2.3531456,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_IEI,Education: Primary,WB_HLO_PIRLS,Test source: PIRLS,2016,3.1509373,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2000,9.0479441,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2000,9.8643045,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2000,7.458941,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_IEI,Education: Primary,WB_HLO_PIRLS,Test source: PIRLS,2001,5.9351997,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_IEI,Education: Primary,WB_HLO_LLECE,Test source: LLECE,2006,5.5591478,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2006,6.0608268,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_IEI,Education: Primary,WB_HLO_LLECE,Test source: LLECE,2006,4.2183175,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2006,7.1717658,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_IEI,Education: Primary,WB_HLO_LLECE,Test source: LLECE,2006,4.1518526,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2006,5.6989107,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2009,4.1852565,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2009,4.6335726,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2009,4.1917276,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2012,3.8138535,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2012,3.7044311,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_CYD,Education: Secondary,WB_HLO_PISA,Test source: PISA,2012,3.6506641,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_IEI,Education: Primary,WB_HLO_LLECE,Test source: LLECE,2013,5.8016152,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_READ,Learning score: Reading,GS_IEI,Education: Primary,WB_HLO_LLECE,Test source: LLECE,2013,4.1624684,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_IEI,Education: Primary,WB_HLO_LLECE,Test source: LLECE,2013,4.2533069,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_IEI,Education: Primary,WB_HLO_TIMSS,Test source: TIMSS,2003,3.4888041,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_CYD,Education: Secondary,WB_HLO_TIMSS,Test source: TIMSS,2003,2.9966133,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_IEI,Education: Primary,WB_HLO_TIMSS,Test source: TIMSS,2003,4.2987518,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_SCI,Learning score: Science,GS_CYD,Education: Secondary,WB_HLO_TIMSS,Test source: TIMSS,2003,3.4653509,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_HLO_SE,Harmonized Learning Outcome Standar Error,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,STD_ERR,Standard Error,WB_HLO_MATH,Learning score: Math,GS_IEI,Education: Primary,WB_HLO_TIMSS,Test source: TIMSS,2007,4.2864528,WB_HLO,World Bank Harmonized Learning Outcomes database,0,Units,IX,Index,P1Y,Annual,E,Estimated value,PU,Public
